Feature1,Feature2,Feature3,Label
92.7171744744733,106.64344910951313,44.89949677595193,1
31.465533054040044,83.5247640810862,7.979313631289326,0
19.979532996462773,28.278331887628916,7.609744743207674,1
32.02062864381358,69.76556472602934,5.194631459044531,0
70.90908346612073,64.08947282569085,15.996480931009007,1
70.724505533555,154.81442037666304,44.75658670023155,1
60.71433236476263,127.0796292884437,34.568926722195485,1
98.67220384464164,174.59679366736242,9.511142054593819,1
83.76502350234036,34.23754491445061,22.87042833193115,0
99.54785994945702,53.474018297963816,21.139106804434338,1
98.87316880169838,26.084840582736447,5.059098916877456,1
91.12912844921907,78.10845641014211,35.35190261383127,0
83.96545752666293,70.33098907326013,11.729989698436889,0
12.704093670587934,136.20147434163874,19.745268654012285,0
74.18977360332607,27.321406455225276,22.34980889153837,0
85.02212343887402,83.88841329111597,45.01486509996396,0
90.49108342474915,90.50783398779744,8.08627500668219,1
15.081275879367624,188.2654307908011,28.527857443921924,1
39.10395824800132,176.2272758153577,16.293190394856882,0
89.82802028528195,24.621956143399814,17.397012265399876,0
91.2164887450067,30.875364008677224,47.816267099559816,1
64.93524923639744,93.21894224943681,42.08372537717395,0
52.37009328755816,73.19960254110825,21.04898533191384,1
31.32358494570162,149.17700962003255,18.149029139518596,0
25.585998358764012,60.20063636417508,27.373752169583884,1
50.7023180573473,58.51292197481723,26.537073270516036,1
32.743491016030404,158.42339146454435,40.747563970203494,0
79.70056672720544,86.09177503467114,30.4233243387464,1
65.53361733477361,134.3168954517817,36.321079593279265,0
77.12919292025971,189.71142772829523,32.58447994654247,0
75.59070430801057,32.77721811117833,21.299332101745247,0
26.390640656904118,183.75451559113512,37.95045235585112,1
91.57549082032806,190.24271995233644,38.43379625404161,1
42.27991965402095,113.43058007513623,24.665211885256166,1
82.8324920026432,40.25146752807055,15.378654997560368,0
25.28928339816002,48.75336500576585,33.18435324459314,1
92.00948298132624,168.66827450555186,10.041945259426578,0
17.621505515737816,84.0834643313193,11.162646971702841,1
80.94100298166362,183.22135027903616,31.724780907455063,0
33.51349917643554,139.14731305377904,5.12088214561837,0
36.424249971166184,99.62319261921158,39.48042818431956,0
38.11204699600201,46.448384064179024,26.546082410266305,0
48.119815160958396,91.2921966387744,17.335380562094123,0
94.85095042175625,41.6728480996651,33.6579070100972,1
32.90018131168638,130.19340150683013,7.173972835138014,0
95.54370113830659,142.21305122566662,30.285033575808512,1
76.7358964662489,27.323689107726032,26.44850386466957,1
61.15170228120873,106.21543091996345,15.507804888276683,1
17.194435694262864,137.60765530786023,31.307089642647774,0
80.46184975322298,153.99249054316917,48.17897397452463,1
82.52109058624124,165.74306184808145,16.14997718569507,0
49.70437244059866,56.80238328752649,18.079980054339714,1
45.52853698058359,105.76466367144928,5.776367085304102,0
37.57765033278809,181.3859578936544,39.889652021190614,1
85.19665715463826,21.49858073922873,13.643259183448116,0
10.498967953236578,107.32391181923104,26.43995619368195,0
63.65582097783787,196.56521588552047,16.71072836132808,1
43.49229281767848,32.662779409379716,11.68739021295661,1
70.5841478197449,176.45693206930835,6.401819317071733,0
12.02524896299051,32.782523850847284,16.0045308868644,1
42.31385378821233,152.28811727538496,28.039715732442982,0
29.40166781904007,22.504880305267818,46.25594652834515,0
27.03691077134125,190.38311630061935,33.529769302497435,1
63.65963917035042,140.0006280154047,8.842450578791393,0
31.385732668864218,168.38906766297828,8.876433144636826,1
57.22816047259341,98.05853021478556,46.36867773337563,1
44.57622032239505,64.17737833664606,33.440927170764354,1
73.16398732797913,41.19817505128239,36.016634770892274,0
26.35707848821503,68.69834519860933,7.87083460264666,1
70.8076757088739,87.64664569508142,16.371844471611837,1
65.67990729184393,125.85042417619053,40.70104289354749,1
24.949194241223918,165.42751164318923,16.245926326830073,0
63.15897566004429,62.16716871433197,10.40407682027772,1
